,community,Total population,female_total,white_total,Black or African American total,Asian total,Hispanic or Latino Origin total,poverty total,population below 35 years old total,unemployment total for people over 16 years old,people over 16 years old total,school enrollment total for population over 3 years old,population over 3 years old total,Family Income Last Year,longitude,latitude,female_ratio,white_ratio,Black or African American ratio,Asian ratio,Hispanic or Latino Origin ratio,poverty ratio,population below 35 years old ratio,unemploymen ratio,school enrollment ratio
20,Bensonhurst,100912,51408,47897,887,41721,14389,18566,11893,3866,51085,22537,96400,319.8157894736842,-73.99244167368421,40.61283605263158,0.5094339622641509,0.4746412716029808,0.008789836689392738,0.41343943237672426,0.14258958300301253,0.1839820833993975,0.11785516093229745,0.07567779191543506,0.2337863070539419
21,Borough Park,82853,40355,69738,767,6962,7464,31863,18488,1607,28629,30277,75434,271.88709677419354,-73.98953701774194,40.63357570322581,0.4870674568211169,0.8417076026215103,0.009257359419695122,0.08402833934800188,0.09008726298383885,0.38457267690970753,0.22314219159233822,0.05613189423312026,0.40137073468197365
22,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,23524,11578,21033,911,529,1903,1729,2800,633,10729,5241,22774,284.10526315789474,-73.85522107894737,40.575836042105266,0.49217820098622683,0.8941081448733209,0.038726407073626935,0.022487672164597856,0.08089610610440401,0.07349940486311851,0.1190273762965482,0.0589989747413552,0.23013085097040484
23,Brighton Beach,31316,16913,23795,349,4022,4079,8832,3320,1074,13723,6489,30444,342.04545454545456,-73.96089836363636,40.57890471818182,0.5400753608379103,0.7598352279984673,0.011144462894367097,0.12843275003193255,0.13025290586281774,0.2820283561118917,0.10601609400945204,0.07826277053122495,0.21314544737879385
24,Bronx Park,570,267,206,124,9,381,99,35,25,305,81,551,142.0,-73.8742257,40.860046,0.46842105263157896,0.36140350877192984,0.21754385964912282,0.015789473684210527,0.6684210526315789,0.1736842105263158,0.06140350877192982,0.08196721311475409,0.147005444646098
25,Brooklyn Heights,24212,12565,18845,1111,2337,1883,1933,2588,564,14318,5084,23055,254.47368421052633,-73.99488848421052,40.695704210526316,0.5189575417148521,0.7783330579877746,0.04588633735337849,0.09652238559392037,0.07777135304807534,0.07983644473814637,0.10688914587807699,0.039390976393351027,0.22051615701583172
26,Brooklyn Navy Yard,13,0,13,0,0,0,0,0,0,9,5,13,4.0,-73.9716023,40.7014969,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464
27,Brownsville,53652,31153,3906,42618,859,12177,22401,8155,4130,21292,14975,51636,227.79166666666666,-73.91100528958334,40.663939210416665,0.5806493700141654,0.07280250503243123,0.7943413106687542,0.016010586744203383,0.22696264817714157,0.41752404383806757,0.15199806158204726,0.19396956603419124,0.2900108451467968
28,Bushwick (East),63151,32818,20247,25351,2230,34461,16199,9104,3870,33511,16053,60587,246.53061224489795,-73.91334259795919,40.691501630612244,0.5196750645278776,0.3206125001979383,0.40143465661668065,0.03531218824721699,0.5456920713844595,0.2565121692451426,0.1441624043958132,0.11548446778669691,0.2649578292372951
29,Bushwick (West),55197,27158,25792,8477,4555,33404,14304,6576,2845,33156,13134,53374,237.66666666666666,-73.92451286190476,40.70096577857143,0.49201949381306953,0.4672717720165951,0.15357718716596916,0.08252260086598909,0.6051778176350164,0.2591445187238437,0.11913690961465297,0.08580649052961757,0.24607486791321617
30,Calvary & Mount Zion Cemeteries,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-73.9113356,40.7342754,,,,,,,,,
31,Calvert Vaux Park,1175,693,1050,12,90,43,214,111,33,578,254,1175,292.0,-73.9936488,40.5853191,0.5897872340425532,0.8936170212765957,0.010212765957446808,0.07659574468085106,0.03659574468085106,0.18212765957446808,0.09446808510638298,0.05709342560553633,0.21617021276595744
32,Cambria Heights,20613,11284,397,19120,64,1159,902,2265,740,11108,4832,20108,240.7,-73.73608349999999,40.694964649999996,0.5474215301023626,0.019259690486586135,0.9275699801096395,0.0031048367535050697,0.05622665308300587,0.043758792994712074,0.10988211322951535,0.06661865322290242,0.24030236721702805
33,Canarsie,83967,47264,5367,72774,2501,4816,10770,12080,2982,44306,23826,81110,381.37735849056605,-73.90167183018868,40.639483073584906,0.5628878011599795,0.0639179677730537,0.866697631212262,0.029785510974549526,0.05735586599497421,0.12826467540819608,0.14386604261197852,0.06730465399720129,0.29374922944149917
34,Canarsie Park & Pier,5217,3189,405,3968,0,1113,1524,887,275,2194,1663,4924,682.0,-73.88900315000001,40.63078295,0.6112708453133985,0.07763082231167337,0.7605903776116542,0.0,0.21334100057504313,0.29212190914318575,0.17002108491470194,0.1253418413855971,0.3377335499593826
35,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,61799,32565,39203,9614,3587,13551,9481,7238,2839,35682,12426,58671,240.91666666666666,-73.996531345,40.680392,0.5269502742762828,0.6343630155827764,0.1555688603375459,0.05804301040469911,0.21927539280570882,0.15341672195342967,0.11712163627243159,0.07956392578891318,0.21179117451551874
36,Castle Hill-Unionport,39572,20919,12569,10308,3498,24434,10700,5679,2089,18634,10448,38148,279.25,-73.85155666874999,40.825391965625,0.5286313555038916,0.3176235722227838,0.26048721318103707,0.08839583543919943,0.6174567876276155,0.27039320731830585,0.14351056302436066,0.11210690136309971,0.2738806752647583
37,Central Park,4,4,1,2,0,1,2,3,0,0,2,4,0.0,-73.9668472,40.7813172,1.0,0.25,0.5,0.0,0.25,0.5,0.75,,0.5
38,Chelsea-Hudson Yards,62414,29681,43735,5333,9293,9963,8761,4130,2226,43761,9507,60978,269.0,-73.9995555575,40.74589823,0.4755503572916333,0.7007241964943762,0.08544557310859743,0.1488928765981991,0.15962764764315698,0.14036914794757585,0.06617105136668056,0.050867210529923906,0.15590868837941552
39,Chinatown-Two Bridges,42050,21857,5418,2996,28801,7140,13142,3323,1535,17844,6893,41113,376.0769230769231,-73.99357444615384,40.713083653846155,0.5197859690844233,0.12884661117717003,0.07124851367419738,0.684922711058264,0.16979785969084424,0.3125326991676575,0.07902497027348394,0.08602331315848465,0.16765986427650623
40,Claremont Park,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-73.9075041,40.8404231,,,,,,,,,
41,Claremont Village-Claremont (East),26772,15001,2270,13147,20,15147,12862,5880,1710,9884,9122,25174,380.26666666666665,-73.90472176,40.83582300666667,0.5603242193336322,0.08479007918721052,0.49107276258777827,0.0007470491558344539,0.5657776781712237,0.4804273121171373,0.21963245181532945,0.17300687980574667,0.3623579884007309
42,Clinton Hill,27089,14883,12484,10623,1699,2932,3071,3370,1101,16454,6457,26135,192.57692307692307,-73.96483677307693,40.68846126538461,0.5494112001181292,0.4608512680423788,0.3921517959319281,0.06271918490900366,0.1082358152755731,0.11336704935582709,0.12440473993133744,0.06691382034763584,0.24706332504304573
43,Co-op City,38550,21893,5973,23572,512,11921,2747,3476,1582,19240,8589,37876,616.8666666666667,-73.82581714666667,40.8703459,0.5679118028534371,0.15494163424124513,0.6114656290531777,0.013281452658884566,0.30923476005188066,0.07125810635538261,0.0901686121919585,0.08222453222453223,0.2267662899989439
44,College Point,29194,14792,10814,705,9138,10926,3721,3455,755,14040,6521,28158,376.44444444444446,-73.84364450555556,40.78435539444445,0.506679454682469,0.3704185791601014,0.024148797698157157,0.3130095225046242,0.37425498390080153,0.12745769678701102,0.11834623552784819,0.053774928774928774,0.23158605014560693
45,Concourse-Concourse Village,66421,34736,7670,24787,1913,41502,22879,9610,3164,29953,18930,64248,300.3469387755102,-73.91851096734695,40.82978240816326,0.5229671338883787,0.11547552731816745,0.37318016892247935,0.02880113217205402,0.6248325077912106,0.34445431414763406,0.14468315743514853,0.10563215704603879,0.29463952185282033
46,Coney Island-Sea Gate,47568,26445,28162,10725,2911,8704,12381,6171,2388,19535,10418,46097,342.9428571428571,-73.9903222942857,40.57681471142857,0.5559409687184662,0.5920366633030609,0.22546670030272453,0.06119660275815674,0.18298015472586612,0.2602800201816347,0.1297300706357215,0.12224212951113386,0.22600169208408355
47,Corona,74069,35007,30816,10462,10462,49213,15057,10601,2013,36843,19088,70246,420.27777777777777,-73.85995240555556,40.74276962222222,0.4726268749409335,0.4160444990481848,0.1412466753972647,0.1412466753972647,0.6644210128393795,0.20328342491460666,0.14312330394632033,0.05463724452406156,0.2717307747060331
48,Crotona Park,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-73.8949709,40.8385645,,,,,,,,,
49,Crotona Park East,28270,15341,2725,9768,300,19195,11393,5145,1287,12277,7823,26804,340.5263157894737,-73.88920242105263,40.832515873684216,0.5426600636717368,0.0963919349133357,0.34552529182879377,0.010611956137247965,0.6789883268482491,0.4030067209055536,0.18199504775380262,0.10483017023702859,0.29185942396657216
50,Crown Heights (North),75608,40937,14932,49930,2831,9691,19620,8614,3333,40640,17361,73037,267.1929824561403,-73.94267989122807,40.67380625087719,0.5414374140302614,0.19749232885408952,0.6603798539837055,0.037443127711353295,0.12817426727330442,0.2594963495926357,0.11392974288435086,0.08201279527559055,0.23770143899667293
51,Crown Heights (South),55189,29871,15951,34872,889,5118,10139,7828,2958,29265,14613,52781,323.72972972972974,-73.9448132,40.666802170270266,0.5412491619706825,0.28902498686332423,0.6318650455706754,0.016108282447589193,0.09273587127869684,0.18371414593487834,0.1418398593922702,0.10107637109174782,0.2768609916447206
52,Cunningham Park,37,16,33,0,4,0,0,0,0,16,0,37,12.0,-73.7687946,40.7339687,0.43243243243243246,0.8918918918918919,0.0,0.10810810810810811,0.0,0.0,0.0,0.0,0.0
53,Cypress Hills,40806,21210,14770,11889,2445,27466,9250,6907,1246,18713,11315,38836,336.14285714285717,-73.88093918214285,40.682891160714284,0.5197765034553742,0.3619565750134784,0.2913542126157918,0.05991765916776944,0.6730872910846444,0.2266823506347106,0.1692643238739401,0.06658472719499813,0.29135338345864664
54,Douglaston-Little Neck,25829,13839,13473,284,10334,2843,1960,2793,682,12992,5022,24906,317.8095238095238,-73.73654121904762,40.76456439047619,0.5357931007781951,0.5216229819195478,0.010995392775562352,0.40009291881218784,0.11007007627085834,0.07588369662007821,0.10813426768361145,0.05249384236453202,0.20163815947964345
55,Downtown Brooklyn-DUMBO-Boerum Hill,32658,16564,17710,6096,4547,5214,6232,3408,1601,19881,6248,30939,277.72,-73.985916388,40.692567084,0.5071957866372712,0.5422867291322188,0.1866617674076796,0.13923081633902873,0.15965460224141098,0.19082613754669606,0.10435421642476575,0.0805291484331774,0.20194576424577393
56,Dyker Beach Park,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-74.0189335,40.6111481,,,,,,,,,
57,Dyker Heights,43692,22531,20726,373,18803,5684,8232,5413,1680,21649,10366,42060,282.18918918918916,-74.00998253513512,40.62387947027027,0.5156779273093473,0.47436601666208916,0.008537031950929232,0.4303533827703012,0.13009246543989747,0.1884097775336446,0.12388995697152796,0.07760173680077602,0.24645744174988113
58,East Elmhurst,29035,14623,7696,5545,3336,18355,4903,3864,988,14071,7494,27993,270.14285714285717,-73.87151903333333,40.762815571428575,0.503633545720682,0.26505941105562253,0.1909764077837093,0.11489581539521268,0.6321680730153263,0.16886516273463062,0.13308076459445498,0.07021533650771089,0.2677097845890044
59,East Flatbush-Erasmus,44953,24894,2250,38007,929,4389,8046,6110,2007,22678,12178,43406,306.969696969697,-73.95010293030303,40.64823463636363,0.5537783907636865,0.05005227682245901,0.8454830600849776,0.020666028963584188,0.09763530798834338,0.17898694191711342,0.13591973839343313,0.08849986771320223,0.280560291203981
60,East Flatbush-Farragut,37851,22184,1427,33863,626,2402,4458,5608,1296,19314,10160,36627,328.9642857142857,-73.93940263928572,40.63932972857143,0.5860875538294893,0.03770045705529577,0.8946395075427334,0.016538532667564925,0.06345935378193443,0.11777760164856939,0.14815989009537398,0.06710158434296365,0.27739099571354464
61,East Flatbush-Remsen Village,37461,20787,1530,33702,260,3135,8166,4543,2017,19160,8920,35849,297.86206896551727,-73.91959943448276,40.65737874137931,0.5548970929766958,0.04084247617522223,0.8996556418675422,0.00694055150690051,0.08368703451589653,0.2179867061744214,0.12127279036865006,0.1052713987473904,0.24882144550754554
62,East Flatbush-Rugby,40129,22941,757,37056,579,2469,7011,5554,1457,19730,10755,38780,253.44736842105263,-73.93008437631579,40.65224593947368,0.5716813277181091,0.018864163074086074,0.9234219641655661,0.01442846819008697,0.061526576789852724,0.17471155523436915,0.13840364823444393,0.07384693360364926,0.27733367715317175
63,East Flushing,31617,15834,6218,1057,20203,5962,5530,2788,681,15308,6744,30956,328.0869565217391,-73.81054566956522,40.75467942608695,0.500806528133599,0.19666635038112407,0.03343138185153557,0.6389916816902299,0.18856944049087515,0.1749059050510801,0.0881804092734921,0.04448654298406062,0.2178576043416462
64,East Harlem (North),66297,35623,12299,28282,3492,31635,24733,8776,2793,28530,18149,64049,339.609756097561,-73.93812280487805,40.80116617804878,0.5373244641537325,0.18551367331855137,0.42659547189163916,0.05267206660934884,0.4771709127109824,0.37306363787200025,0.13237401390711495,0.0978969505783386,0.28336117659916626
65,East Harlem (South),61020,33365,23943,17241,6695,26933,16745,7180,3568,29940,15606,59176,343.5135135135135,-73.9459015027027,40.79046942972973,0.5467879383808587,0.3923795476892822,0.28254670599803344,0.10971812520485087,0.4413798754506719,0.2744182235332678,0.11766633890527696,0.11917167668670675,0.263721779099635
66,East Midtown-Turtle Bay,40283,21949,33549,621,5164,2534,2059,1700,664,27130,4023,39302,233.4857142857143,-73.96654664571429,40.75637915142857,0.544870044435618,0.8328327085867487,0.015415932279125188,0.12819303428245166,0.06290494749646253,0.05111337288682571,0.042201424918700194,0.024474751197935865,0.10236120299221414
67,East New York (North),40034,22127,5998,25539,781,13941,13238,6855,2075,17238,11371,37980,210.609756097561,-73.88874834390244,40.67184922195122,0.5527052005795074,0.14982265074686515,0.6379327571564171,0.019508417844831892,0.34822900534545637,0.33066893140830295,0.1712294549632812,0.12037359322427196,0.2993944181147973
68,East New York-City Line,44473,23385,7638,28703,3553,11993,13155,6964,1767,18878,12369,42507,375.96153846153845,-73.86764467307692,40.67400533461539,0.5258246576574551,0.1717446540597666,0.6454028286825715,0.07989116992332426,0.2696692375148967,0.2957974501382862,0.1565893913160794,0.09360101705689162,0.2909873667866469
69,East New York-New Lots,48683,27285,4454,39116,323,9531,14507,7676,2642,21819,13942,46778,303.64864864864865,-73.88746544054054,40.661725018918915,0.5604625844750735,0.0914898424501366,0.8034837622989545,0.006634759566994638,0.19577675985456935,0.2979890310786106,0.15767310970975495,0.12108712589944544,0.29804609004232757
70,East Village,69176,35228,42178,6103,9850,16858,14641,6967,2378,40550,15483,67963,243.52272727272728,-73.98330327954545,40.726340572727274,0.5092517636174396,0.6097201341505725,0.08822423962067769,0.14239042442465594,0.2436972360356193,0.21164854862958252,0.10071412050422111,0.05864364981504316,0.22781513470564865
71,East Williamsburg,53005,27168,27844,9326,6543,19384,13225,4433,2859,31617,10162,51773,245.13953488372093,-73.94207174418605,40.710559997674416,0.512555419300066,0.525308933119517,0.1759456655032544,0.12344118479388737,0.3657013489293463,0.2495047637015376,0.08363361946986134,0.09042603662586583,0.19627991424101365
72,Eastchester-Edenwald-Baychester,54041,30144,4564,39221,1904,12104,8620,8542,2844,26147,15710,52399,271.9555555555556,-73.84116194666667,40.88094930222223,0.5577987083880758,0.08445439573657038,0.7257637719509261,0.03523250865083918,0.2239780907089062,0.15950852130789586,0.15806517273921653,0.10876964852564348,0.29981488196339623
73,Elmhurst,96546,48096,23210,2248,49143,37308,17377,10687,2936,52079,20961,93710,368.859649122807,-73.87873159473683,40.741549722807015,0.4981666770244236,0.2404035382097653,0.023284237565512813,0.5090112485240197,0.3864271953265801,0.17998674207113707,0.1106933482485033,0.05637589047408744,0.22367943655959877
74,Far Rockaway-Bayswater,58932,32172,25137,26425,1814,15987,12619,10567,2251,24935,17222,55540,416.48275862068965,-73.75541122413793,40.60133378965517,0.5459173284463449,0.4265424557116677,0.4483981538043847,0.030781239394556438,0.2712787619629403,0.21412814769564922,0.17930835539265594,0.09027471425706837,0.31008282319049335
75,Ferry Point Park-St. Raymond Cemetery,113,61,0,0,0,113,32,13,14,68,28,113,37.0,-73.8326343,40.8164643,0.5398230088495575,0.0,0.0,0.0,1.0,0.2831858407079646,0.11504424778761062,0.20588235294117646,0.24778761061946902
76,Financial District-Battery Park City,46131,23869,33135,1174,9461,3341,3326,4223,1119,31668,8380,43968,504.1666666666667,-74.0091147,40.70751806111111,0.5174177884719603,0.7182805488716915,0.02544926405237259,0.2050898528104745,0.07242418330406884,0.07209902234939629,0.09154364743881555,0.03533535430087154,0.19059315866084425
77,Flatbush,67983,37495,12451,42010,2603,14512,12739,10100,2984,35887,18376,64808,385.0,-73.95801121578948,40.64319432894737,0.5515349425591692,0.18314872835856022,0.6179486047982584,0.03828898401070856,0.21346513098862951,0.18738508156450878,0.14856655340305663,0.08314988714576309,0.28354524132823106
78,Flatbush (West)-Ditmas Park-Parkville,43979,22734,19572,9343,8737,7378,9335,6569,1414,21543,11788,41933,307.65625,-73.966220675,40.636253846875,0.5169285340730804,0.4450305827781441,0.21244230200777645,0.19866299824916436,0.16776188635485118,0.21226039700766275,0.14936674321835422,0.06563616952142227,0.2811151122027997
79,Flatlands,74383,39420,13065,53643,3553,6300,7668,9756,3576,37980,21306,72119,323.2,-73.93078321272728,40.62592093636364,0.5299598026430771,0.1756449726415982,0.7211728486347687,0.04776629068469946,0.08469677211190729,0.1030880711990643,0.131159001384725,0.09415481832543444,0.2954283891900886
80,Flushing Meadows-Corona Park,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-73.8411089,40.7407675,,,,,,,,,
81,Flushing-Willets Point,60956,33399,7203,2554,43688,9107,15762,6201,1316,28998,12236,59141,389.60526315789474,-73.82758134210526,40.75866242894737,0.5479198110112212,0.11816720257234727,0.04189907474243717,0.716713695124352,0.1494028479559026,0.2585799593149157,0.10172911608373253,0.04538244016828747,0.20689538560389578
82,Fordham Heights,32534,17441,3039,8767,284,23495,14140,5554,2110,14669,9483,30721,313.5652173913044,-73.89921226086958,40.858583286956524,0.5360853261203664,0.09340997110714945,0.2694719370504703,0.008729329317022192,0.7221675785332268,0.43462224134751337,0.17071371488289175,0.1438407526075397,0.30868135802871
83,Forest Hills,88314,47526,54152,2368,24580,13836,9098,9150,2283,47482,17892,84628,305.8985507246377,-73.84864552608697,40.72344198260869,0.538147972008968,0.6131757139298413,0.02681341576646964,0.2783250673732364,0.156668251919288,0.10301877392032974,0.10360758203682316,0.048081378206478245,0.21141938838209576
84,Forest Park,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-73.8534868,40.7020779,,,,,,,,,
85,Fort Greene,32013,17395,10817,13385,3207,5822,6375,3901,1612,17508,6512,30694,239.25925925925927,-73.97418989259259,40.69096897777778,0.5433730047168338,0.33789398057039327,0.4181113922468997,0.1001780526661044,0.181863617905226,0.1991378502483366,0.12185674569706056,0.09207219556774046,0.2121587280901805
86,Fort Hamilton,774,346,493,142,51,86,94,161,0,252,227,625,194.0,-74.0277291,40.6081112,0.4470284237726098,0.6369509043927648,0.1834625322997416,0.06589147286821706,0.1111111111111111,0.12144702842377261,0.20801033591731266,0.0,0.3632
87,Fort Totten,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-73.7767241,40.7916054,,,,,,,,,
88,Fort Wadsworth,572,243,403,78,10,89,0,67,9,194,197,543,153.0,-74.0585173,40.6015394,0.42482517482517484,0.7045454545454546,0.13636363636363635,0.017482517482517484,0.1555944055944056,0.0,0.11713286713286714,0.04639175257731959,0.36279926335174956
89,Fresh Meadows-Utopia,22193,11424,8363,991,10780,2388,2512,2495,931,11734,4910,21277,342.1875,-73.78645311875,40.73475543125,0.5147569053305097,0.37683053214977696,0.044653719641328346,0.4857387464515838,0.10760149596719687,0.1131888433289776,0.11242283602937864,0.07934208283620249,0.2307656154533064
90,Freshkills Park (North),27,27,27,0,0,0,0,14,0,27,0,27,14.0,-74.187241,40.5756932,1.0,1.0,0.0,0.0,0.0,0.0,0.5185185185185185,0.0,0.0
91,Glen Oaks-Floral Park-New Hyde Park,24330,13236,11581,1310,9434,2645,1609,2517,739,11801,4183,23363,252.77272727272728,-73.7104837409091,40.74417573181818,0.544019728729963,0.4759967118783395,0.05384299219071106,0.38775174681463215,0.10871352240032882,0.06613234689683518,0.1034525277435265,0.06262181171087196,0.17904378718486497
92,Glendale,35396,17877,30085,680,1552,13086,3179,4155,998,18876,8032,34317,299.9655172413793,-73.87985266896551,40.70263665862068,0.5050570685953215,0.8499547971522206,0.019211210306249293,0.0438467623460278,0.3697027912758504,0.08981240818171544,0.1173861453271556,0.05287137105318924,0.23405309321910422
93,Gramercy,27580,14843,21037,1149,4247,1887,2112,2818,947,18980,5367,27039,159.83333333333334,-73.9840778125,40.73673960833333,0.5381798404641044,0.7627628716461203,0.04166062364031907,0.1539883973894126,0.06841914430746918,0.07657722987672226,0.10217548948513415,0.049894625922023185,0.1984910684566737
94,Grasmere-Arrochar-South Beach-Dongan Hills,34750,18512,25861,2574,4012,5482,5580,4647,1022,15596,8305,33482,409.0952380952381,-74.08283490000001,40.594862514285715,0.5327194244604316,0.7442014388489209,0.07407194244604316,0.11545323741007195,0.15775539568345323,0.16057553956834533,0.13372661870503597,0.06552962298025135,0.24804372498655994
95,Gravesend (East)-Homecrest,51426,26058,38948,900,6583,6701,9556,7525,1718,22788,13345,47911,284.1860465116279,-73.96537964883721,40.59945405348837,0.5067086687667717,0.7573600902267336,0.01750087504375219,0.1280091782366896,0.13030373740909268,0.18582040213121767,0.14632676078248358,0.07539055643321046,0.27853728788795895
