,community,Total population,female_total,white_total,Black or African American total,Asian total,Hispanic or Latino Origin total,poverty total,population below 35 years old total,unemployment total for people over 16 years old,people over 16 years old total,school enrollment total for population over 3 years old,population over 3 years old total,Family Income Last Year,longitude,latitude,female_ratio,white_ratio,Black or African American ratio,Asian ratio,Hispanic or Latino Origin ratio,poverty ratio,population below 35 years old ratio,unemploymen ratio,school enrollment ratio
83,Forest Hills,86531,46211,55194,2621,22249,13127,9601,9054,2687,47008,17345,82759,298.60869565217394,-73.84864552608697,40.72344198260869,0.5340398238781477,0.6378523303787083,0.030289722758317827,0.25712172516208065,0.1517028579353064,0.11095445562861865,0.10463302169164808,0.05716048332198775,0.209584456071243
84,Forest Park,172,88,168,0,4,8,57,28,0,63,29,157,42.0,-73.8534868,40.7020779,0.5116279069767442,0.9767441860465116,0.0,0.023255813953488372,0.046511627906976744,0.3313953488372093,0.16279069767441862,0.0,0.18471337579617833
85,Fort Greene,30639,16796,10510,12269,3014,6567,6795,3761,1722,16832,6451,29552,236.96296296296296,-73.97418989259259,40.69096897777778,0.5481902150853487,0.3430268611899866,0.400437351088482,0.09837135676751853,0.21433467149711152,0.22177616762949182,0.12275204804334346,0.10230513307984791,0.21829317812669194
86,Fort Hamilton,634,279,483,67,29,44,67,133,0,194,188,519,150.0,-74.0277291,40.6081112,0.4400630914826498,0.7618296529968455,0.1056782334384858,0.04574132492113565,0.0694006309148265,0.1056782334384858,0.20977917981072555,0.0,0.3622350674373796
87,Fort Totten,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-73.7767241,40.7916054,,,,,,,,,
88,Fort Wadsworth,584,252,437,74,9,79,0,88,10,188,223,559,147.0,-74.058517,40.6015406,0.4315068493150685,0.7482876712328768,0.1267123287671233,0.015410958904109588,0.13527397260273974,0.0,0.1506849315068493,0.05319148936170213,0.39892665474060823
89,Fresh Meadows-Utopia,22743,12010,8815,669,11048,2791,2957,2813,1040,11873,5513,21762,353.6875,-73.78645311875,40.73475543125,0.528074572395902,0.38759178648375325,0.02941564437409313,0.48577584311656336,0.12271907839774876,0.13001802752495273,0.12368640900496856,0.08759369999157753,0.2533314952669791
90,Freshkills Park (North),41,37,41,0,0,0,0,19,0,37,0,37,19.0,-74.1867958,40.575205,0.9024390243902439,1.0,0.0,0.0,0.0,0.0,0.4634146341463415,0.0,0.0
91,Glen Oaks-Floral Park-New Hyde Park,23344,12828,12166,1175,8647,2168,1401,2432,713,11715,3917,22523,246.45454545454547,-73.71048414545454,40.744175704545455,0.5495202193283071,0.5211617546264565,0.050334132967786153,0.3704163810829335,0.09287183002056203,0.06001542152159013,0.1041809458533242,0.0608621425522834,0.1739111130844026
92,Glendale,34029,17134,29086,746,1378,11642,3106,3924,1130,18048,7885,32983,295.17241379310343,-73.87985467241379,40.70263711034483,0.5035117105997825,0.8547415439771959,0.021922477886508567,0.04049487202092333,0.3421199565076846,0.09127508889476622,0.11531340915101825,0.06261081560283688,0.23906254737288907
93,Gramercy,27886,15376,21113,1196,4082,2091,2054,3111,1168,19766,5733,27331,162.83333333333334,-73.9840778125,40.73673960833333,0.551387793157857,0.7571182672308685,0.042888904826794805,0.14638169690884315,0.07498386287025748,0.07365703220253891,0.1115613569533099,0.05909136901750481,0.2097618089349091
94,Grasmere-Arrochar-South Beach-Dongan Hills,34393,18380,26099,2274,3675,5467,4913,4613,1077,15803,8347,33334,405.6666666666667,-74.08283490000001,40.594862514285715,0.5344110720204693,0.7588462768586631,0.0661181054284302,0.10685313872008839,0.15895676445788387,0.14284883551885558,0.1341261303172157,0.06815161678162374,0.250404991900162
95,Gravesend (East)-Homecrest,51051,26089,39778,604,6668,5690,9795,7735,1925,23012,13490,47719,279.74418604651163,-73.96537964883721,40.59945405348837,0.5110379816262169,0.7791816027110144,0.011831305948953008,0.13061448355566002,0.1114571702806997,0.19186695657283892,0.15151515151515152,0.08365200764818356,0.2826966197950502
