,community,Total population,female_total,white_total,Black or African American total,Asian total,Hispanic or Latino Origin total,poverty total,population below 35 years old total,unemployment total for people over 16 years old,people over 16 years old total,school enrollment total for population over 3 years old,population over 3 years old total,Family Income Last Year,longitude,latitude,female_ratio,white_ratio,Black or African American ratio,Asian ratio,Hispanic or Latino Origin ratio,poverty ratio,population below 35 years old ratio,unemploymen ratio,school enrollment ratio
14,Bayside,34263,17390,15164,935,16459,3575,2911.0,3465,677.0,17962.0,7787,33379,251.5142857142857,-73.76834506,40.76053781142858,0.5075445816186557,0.4425765402912763,0.027288912237690803,0.4803724133905379,0.1043399585558766,0.08496045296675714,0.10112949829261886,0.03769068032513083,0.23329039216273706
15,Bedford Park,56399,29017,8276,11766,2266,40680,16652.0,9037,3121.0,29568.0,14891,53571,295.02272727272725,-73.88860597045455,40.8702805,0.5144949378535081,0.14674019042890832,0.2086207202255359,0.040178017340732994,0.7212893845635561,0.29525346194081453,0.1602333374705225,0.10555330086580086,0.27796755707378995
16,Bedford-Stuyvesant (East),85180,45410,13921,58545,2742,14074,20626.0,10990,3841.0,43979.0,20604,82156,247.4189189189189,-73.93174935,40.68698840135135,0.5331063629960084,0.1634303827189481,0.6873092275181968,0.0321906550833529,0.16522657900915708,0.24214604367222353,0.1290208969241606,0.08733713817958572,0.2507911777593846
17,Bedford-Stuyvesant (West),80197,42722,29477,37078,3181,16817,21411.0,11137,3369.0,42423.0,20581,76341,256.72131147540983,-73.95037678524591,40.68816611803279,0.5327131937603651,0.367557389927304,0.46233649637767,0.03966482536753245,0.20969612329638265,0.26698006159831417,0.1388705313166328,0.07941446856657945,0.2695930103090083
18,Bellerose,27733,14031,10260,2403,11602,5841,2399.0,3419,661.0,13781.0,6782,26560,265.2916666666667,-73.72581831666666,40.73405195833333,0.505931561677424,0.3699563696679047,0.08664767605379872,0.418346374355461,0.21061551220567554,0.08650344355100421,0.12328273176360292,0.04796458892678325,0.25534638554216865
19,Belmont,36532,19547,8624,7338,678,23074,13787.0,8216,2395.0,14980.0,13787,34288,275.962962962963,-73.88715022222222,40.85530632962963,0.535065148363079,0.2360670097448812,0.20086499507281289,0.018559071498959814,0.631610642724187,0.37739516040731413,0.22489871893134786,0.15987983978638184,0.40209402706486236
20,Bensonhurst,98243,49761,44345,858,41196,16341,18163.0,11959,3494.0,50044.0,22006,94043,316.63157894736844,-73.99244167368421,40.61283605263158,0.5065093696242989,0.45138075995236304,0.008733446657777144,0.41932758568040474,0.16633246134584653,0.18487831194079984,0.1217287745691805,0.0698185596674926,0.2339993407271142
21,Borough Park,80973,39599,69012,701,7126,6794,30511.0,18678,1355.0,28063.0,30304,73558,265.66129032258067,-73.98953701935484,40.633575701612905,0.48903955639534163,0.8522840946982327,0.008657206723228731,0.0880046435231497,0.08390451138033665,0.3768046138836402,0.23066948242006594,0.04828421765313758,0.4119742244215449
22,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,23673,11694,20748,864,751,2362,2009.0,2718,516.0,10850.0,5370,22847,287.89473684210526,-73.85522107894737,40.575836042105266,0.49398048409580536,0.8764415156507414,0.036497275377011786,0.031723904870527606,0.09977611625058083,0.0848646136949267,0.11481434545684957,0.047557603686635946,0.23504179979866066
23,Brighton Beach,30109,16160,22810,333,3329,3550,8533.0,3128,814.0,13055.0,5943,29202,341.04545454545456,-73.96089808181817,40.578906904545455,0.5367165963665349,0.7575807897970707,0.011059816001859908,0.11056494735793285,0.11790494536517321,0.2834036334650769,0.1038892025640174,0.06235158942933742,0.20351345798232998
24,Bronx Park,72,47,12,58,0,11,4.0,9,8.0,44.0,16,72,19.0,-73.8742257,40.860046,0.6527777777777778,0.16666666666666666,0.8055555555555556,0.0,0.1527777777777778,0.05555555555555555,0.125,0.18181818181818182,0.2222222222222222
25,Brooklyn Heights,24168,12650,18570,1515,2236,1770,1733.0,2620,446.0,14526.0,5252,23209,258.7894736842105,-73.99488834210527,40.69570415263158,0.52341939755048,0.7683714001986097,0.06268619662363456,0.0925190334326382,0.07323733862959285,0.07170638861304204,0.10840781198278715,0.03070356601955115,0.2262915248395019
26,Brooklyn Navy Yard,13,0,13,0,0,0,0.0,0,0.0,9.0,5,13,4.0,-73.9716023,40.7014969,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464
27,Brownsville,49132,28986,3925,38226,845,11707,20573.0,6808,3675.0,19219.0,12765,47561,203.77083333333334,-73.91100528958334,40.663939210416665,0.5899617357323129,0.07988683546364894,0.7780265407473744,0.017198567125295123,0.23827647968737278,0.418729137832777,0.13856549702841325,0.19121702481918934,0.2683921700552974
28,Bushwick (East),59715,30566,17991,22023,1792,32023,15360.0,8146,2582.0,31465.0,14810,57326,239.69387755102042,-73.91334227959183,40.69150187755102,0.5118646906137486,0.3012810851544838,0.36880180859080636,0.030009210416143347,0.5362639202880348,0.25722180356694296,0.13641463618856234,0.08205943111393611,0.2583469978718208
29,Bushwick (West),53726,26664,24390,6361,4437,31762,14381.0,6402,2314.0,31805.0,12481,51755,227.57142857142858,-73.92451286190476,40.70096577857143,0.49629602054871014,0.4539701448088449,0.11839705170680861,0.08258571269031753,0.5911849011651714,0.26767300748241074,0.11916018315154674,0.07275585599748467,0.241155443918462
30,Calvary & Mount Zion Cemeteries,47,22,0,0,0,47,47.0,12,0.0,25.0,13,47,10.0,-73.9113356,40.7342754,0.46808510638297873,0.0,0.0,0.0,1.0,1.0,0.2553191489361702,0.0,0.2765957446808511
31,Calvert Vaux Park,1166,677,1053,11,79,44,218.0,107,22.0,518.0,254,1166,319.0,-73.9936488,40.5853191,0.5806174957118353,0.9030874785591767,0.009433962264150943,0.06775300171526587,0.03773584905660377,0.18696397941680962,0.09176672384219554,0.04247104247104247,0.21783876500857632
32,Cambria Heights,21207,11505,651,19476,88,1399,810.0,2258,740.0,11675.0,4750,20670,248.45,-73.73608349999999,40.694964649999996,0.5425095487339087,0.030697411232140332,0.9183760079219125,0.004149573254114207,0.0659687838921111,0.03819493563446032,0.10647427736124865,0.06338329764453962,0.2298016448959845
33,Canarsie,83286,46967,5346,71790,2567,5180,10095.0,12110,2524.0,43234.0,23317,80284,381.9622641509434,-73.90167183018868,40.639483073584906,0.5639243090075162,0.06418845904473741,0.8619695987320798,0.03082150661575775,0.06219532694570516,0.12120884662488293,0.14540258867036476,0.058379978720451496,0.2904314682875791
34,Canarsie Park & Pier,5236,3136,307,4102,0,1125,1502.0,811,205.0,2196.0,1608,4945,669.5,-73.88900315000001,40.63078295,0.5989304812834224,0.058632543926661576,0.7834224598930482,0.0,0.2148586707410237,0.2868601986249045,0.1548892284186402,0.09335154826958106,0.3251769464105157
35,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,61412,32763,38072,10239,3783,12576,10340.0,7527,2667.0,34994.0,13076,58448,239.25,-73.996531985,40.680392301666664,0.5334950823943203,0.6199439848889468,0.16672637269589005,0.06160033869602032,0.20478082459454178,0.16837100240995245,0.12256562235393734,0.07621306509687376,0.22372022994798796
36,Castle Hill-Unionport,39012,20387,11659,10178,4337,23127,10077.0,5371,1662.0,17746.0,10999,37689,276.65625,-73.85155666874999,40.825391965625,0.5225827950374243,0.29885676202194195,0.26089408387162927,0.11117092176766123,0.5928175945862811,0.2583051368809597,0.13767558699887214,0.09365490814831512,0.2918358141632837
37,Central Park,3,3,1,2,0,1,1.0,2,0.0,0.0,2,3,0.0,-73.9668472,40.7813172,1.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,,0.6666666666666666
38,Chelsea-Hudson Yards,61476,28870,43799,4291,9506,9777,7814.0,3529,1768.0,43074.0,8618,60182,267.05,-73.9995550625,40.7458972625,0.4696141583707463,0.7124568937471534,0.0697995965905394,0.154629448890624,0.15903767323833692,0.12710651311080748,0.057404515583317064,0.04104564238287598,0.14319896314512645
39,Chinatown-Two Bridges,40554,21233,5914,3138,26959,7456,12598.0,3083,1267.0,17111.0,6398,39543,371.88461538461536,-73.99357443846154,40.71308365,0.5235735069290329,0.14583025102332692,0.07737831040094689,0.6647679637027174,0.18385362726241555,0.31064753168614684,0.07602209399812596,0.07404593536321664,0.16179854841564878
40,Claremont Park,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.9075041,40.8404231,,,,,,,,,
41,Claremont Village-Claremont (East),26575,14541,2584,12572,19,15758,11774.0,5694,1601.0,9576.0,9236,25225,379.0,-73.90472071999999,40.835825,0.5471683913452493,0.09723424270931326,0.47307619943555973,0.0007149576669802446,0.5929633113828786,0.44304797742238944,0.2142615239887112,0.16718880534670008,0.3661446977205154
42,Clinton Hill,27119,14933,13767,9507,1775,3018,3356.0,3319,992.0,16528.0,6373,26091,192.30769230769232,-73.96483678846154,40.68846125384615,0.5506471477561857,0.5076514620745602,0.3505660238209373,0.06545226593900955,0.11128728935432722,0.12375087576975552,0.12238651867694236,0.060019361084220714,0.24426047296002454
43,Co-op City,37485,21636,6561,23209,983,10140,3026.0,3202,1172.0,18722.0,7548,36735,607.8,-73.82567631333333,40.87051175333333,0.5771908763505402,0.17503001200480192,0.6191543283980259,0.026223822862478326,0.27050820328131253,0.08072562358276644,0.08542083500066694,0.0626001495566713,0.20547162106982442
44,College Point,28569,14171,10935,579,8306,10877,3315.0,3367,559.0,13458.0,6548,27481,373.8333333333333,-73.84364450555556,40.78435539444445,0.49602716230879623,0.3827575343904232,0.02026672267142707,0.2907347124505583,0.3807273618257552,0.11603486296335189,0.1178550176765025,0.04153663248625353,0.23827371638586659
45,Concourse-Concourse Village,66172,34519,8054,25921,1170,41342,22224.0,9829,2977.0,30394.0,19016,64012,302.83673469387753,-73.91851096938775,40.82978240816326,0.5216556851840658,0.1217131112857402,0.3917215740796712,0.01768119446291483,0.6247657619536964,0.3358520220032642,0.14853714562050413,0.0979469632164243,0.2970692995063426
46,Coney Island-Sea Gate,49033,26958,29171,10569,2963,9652,13029.0,6138,1887.0,19824.0,10619,47473,359.34285714285716,-73.99032373714286,40.57681739142857,0.5497929965533416,0.5949258662533395,0.2155487120918565,0.060428690881651134,0.19684702139375523,0.2657190055676789,0.12518100055064957,0.09518765133171912,0.22368504202388725
47,Corona,71732,34475,28349,8519,10305,49952,14507.0,10514,1742.0,36164.0,18504,68139,415.8333333333333,-73.85995240555556,40.74276962222222,0.4806083756203647,0.3952071599843863,0.11876150114314392,0.14365973345229466,0.6963698210003904,0.202238889198684,0.14657335638208888,0.04816945028204844,0.2715625412759213
48,Crotona Park,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.8949709,40.8385645,,,,,,,,,
49,Crotona Park East,27753,15144,2458,9953,463,18338,10655.0,4703,1238.0,12426.0,7335,26179,337.3157894736842,-73.88920393684211,40.83251572105263,0.5456707382985623,0.08856700176557489,0.3586278960833063,0.016682881129967932,0.6607573955968724,0.3839224588332793,0.16945915756855115,0.09962980846611942,0.28018640895374153
50,Crown Heights (North),75767,40995,15643,50561,2558,9091,19052.0,8312,2882.0,41411.0,16719,73168,279.42105263157896,-73.94267989122807,40.67380625087719,0.5410666913036019,0.20646191613763248,0.667322185120171,0.03376140008182982,0.11998627370755079,0.2514551189831985,0.10970475272876054,0.069595035135592,0.22850153072381368
51,Crown Heights (South),54212,29110,17119,32946,825,4473,9884.0,7561,2426.0,28774.0,14465,51881,313.6756756756757,-73.9448132,40.666802170270266,0.5369659853906884,0.3157787943628717,0.6077252268870361,0.015218032907843283,0.08250940751125212,0.18232125728620968,0.1394709658378219,0.08431222631542365,0.2788111254601877
52,Cunningham Park,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.7687946,40.7339687,,,,,,,,,
53,Cypress Hills,41303,21503,15936,11910,2142,28195,9079.0,6724,967.0,18911.0,11109,39106,343.32142857142856,-73.88093949642857,40.682891528571425,0.5206159358884342,0.3858315376607026,0.28835677795801756,0.05186063966297848,0.6826380650315957,0.21981454131661138,0.1627968912669782,0.05113426048331659,0.2840740551322048
54,Douglaston-Little Neck,25633,13546,13392,300,10362,2558,1499.0,2497,556.0,12901.0,4945,24830,331.4761904761905,-73.73654173333333,40.76456444285714,0.5284594077946397,0.5224515273280537,0.011703663246596184,0.4042445285374322,0.09979323528264347,0.05847930402215894,0.09741349042250225,0.04309743430741803,0.1991542488924688
55,Downtown Brooklyn-DUMBO-Boerum Hill,33966,17406,18935,5899,4804,5246,5904.0,3534,1520.0,21138.0,6785,32371,290.48,-73.98589046400001,40.69257072,0.5124536301006889,0.5574692339398222,0.17367367367367367,0.14143555320025908,0.1544485662132721,0.17382087970323265,0.10404522169228052,0.07190841139180623,0.20960118624694943
56,Dyker Beach Park,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-74.0189191,40.6111789,,,,,,,,,
57,Dyker Heights,42613,21889,19974,409,18013,5914,7897.0,5192,1469.0,21003.0,9996,41011,284.6756756756757,-74.00998253513512,40.62387947027027,0.5136695374650928,0.46873019970431556,0.009598009996949288,0.4227113791565954,0.13878393917349166,0.18531903409757586,0.1218407528219088,0.06994238918249773,0.24373948452854113
58,East Elmhurst,26428,13491,6874,5114,3249,16159,4323.0,3517,841.0,12836.0,6517,25417,248.14285714285714,-73.87151903333333,40.762815571428575,0.5104813077039504,0.26010292114424094,0.1935068866353867,0.12293779324958377,0.6114348418344181,0.16357650976237323,0.13307855304979568,0.06551885322530383,0.2564031947122005
59,East Flatbush-Erasmus,44680,24380,2758,37445,806,4264,7321.0,5803,1732.0,22874.0,11674,43233,306.8787878787879,-73.95010293030303,40.64823463636363,0.545658012533572,0.061727842435094,0.8380707251566697,0.018039391226499554,0.09543419874664279,0.16385407341092212,0.1298791405550582,0.0757191571216228,0.2700252122221451
60,East Flatbush-Farragut,36915,21211,1305,32867,739,2441,4599.0,5375,1142.0,18936.0,9971,35841,330.4642857142857,-73.93940263571429,40.639329714285715,0.5745902749559799,0.0353514831369362,0.8903426791277259,0.020018962481376135,0.0661248814844914,0.12458350264120276,0.14560476770960315,0.060308407266582174,0.27820094305404425
61,East Flatbush-Remsen Village,36594,20027,1548,32837,223,3233,7187.0,4076,1788.0,18807.0,8360,35131,292.37931034482756,-73.91959943448276,40.65737874137931,0.5472755096463902,0.04230201672405312,0.8973328961031863,0.0060938951740722525,0.08834781658195333,0.19639831666393398,0.11138437995299776,0.09507098420800765,0.23796646836127636
62,East Flatbush-Rugby,39348,22181,949,36208,534,2572,6031.0,5151,1189.0,19554.0,9577,37969,254.76315789473685,-73.93008610789474,40.65224303421053,0.5637135305479313,0.024118125444749415,0.9201992477381316,0.013571210734980178,0.06536545694825659,0.15327335569787537,0.13090881366270204,0.06080597320241383,0.2522320840685823
63,East Flushing,30773,15645,6416,953,19673,5600,5545.0,2705,538.0,14755.0,6193,30110,328.9130434782609,-73.81054566956522,40.75467942608695,0.5084002209729308,0.20849445942871997,0.03096870633347415,0.6392941864621584,0.181977707730803,0.18019042667273258,0.08790173203782536,0.036462216197899015,0.20567917635337096
64,East Harlem (North),66474,35512,12700,28850,3172,30816,24053.0,8751,2487.0,27988.0,17360,64059,355.1707317073171,-73.93812280731707,40.80116617317073,0.5342239070914944,0.19105214068658422,0.43400427234708305,0.04771790474471222,0.46357974546439207,0.36184071967987486,0.13164545536600777,0.0888595112190939,0.27100017171669866
65,East Harlem (South),59869,32910,23397,16740,6780,26339,16882.0,7182,2893.0,28529.0,15292,58087,345.13513513513516,-73.94590167837838,40.790469529729734,0.5497001787235464,0.3908032537707328,0.279610482887638,0.11324725651004694,0.4399438774658003,0.2819823280829812,0.11996191685179308,0.10140558729713625,0.26326028199080687
66,East Midtown-Turtle Bay,39873,21866,32698,590,5626,1975,1810.0,2049,618.0,26863.0,4060,39096,231.85714285714286,-73.96654664571429,40.75637915142857,0.5483911418754546,0.8200536704035312,0.014796980412810674,0.1410979861058862,0.04953226494118827,0.04539412635116495,0.051388157399744186,0.02300562111454417,0.10384694086351545
67,East New York (North),39507,22046,6011,25430,512,13883,12057.0,6602,1879.0,17668.0,10815,37473,206.3658536585366,-73.88874834390244,40.67184922195122,0.5580276912952135,0.1521502518541018,0.6436833978788569,0.012959728655681272,0.35140607993520134,0.3051864226592756,0.16710962614220265,0.10635046411591578,0.2886077976142823
68,East New York-City Line,43190,23435,7819,28032,3499,11815,12769.0,7118,1305.0,17404.0,11614,41226,377.4230769230769,-73.8676479423077,40.674013969230764,0.5426024542718222,0.18103727714748785,0.6490391294281084,0.08101412363973141,0.27355869414216255,0.2956471405417921,0.16480666821023385,0.07498276258331418,0.2817154223063115
69,East New York-New Lots,48913,27329,4749,38834,257,10129,13287.0,7462,2194.0,21886.0,13680,47011,305.56756756756755,-73.8874675027027,40.66172677027027,0.5587267188681946,0.0970907529695582,0.7939402612802322,0.005254226892646127,0.20708196185063277,0.2716455747960665,0.15255658005029338,0.10024673307136983,0.2909957244049265
70,East Village,67381,34148,41108,7076,9186,16043,14373.0,6886,2078.0,39069.0,15335,66315,236.3181818181818,-73.98330551136364,40.72633979090909,0.5067897478517683,0.6100829610721124,0.10501476677401642,0.13632923227616092,0.23809382466867515,0.21330938988735698,0.10219498078093231,0.05318794952519901,0.2312448164065445
71,East Williamsburg,52111,26706,27643,9101,5952,18449,13117.0,4304,2622.0,31393.0,10085,50740,242.8372093023256,-73.94207174418605,40.710559997674416,0.5124829690468423,0.5304638176200802,0.17464642781754333,0.11421772754312909,0.3540327378096755,0.2517126902189557,0.08259292663737022,0.08352180422387157,0.19875837603468663
72,Eastchester-Edenwald-Baychester,54279,30374,5352,38871,2280,13005,9118.0,8361,2612.0,26586.0,15053,52483,278.35555555555555,-73.84115903333334,40.88095352222222,0.5595902651117375,0.0986016691538164,0.7161333112253357,0.04200519537942851,0.2395954236445034,0.1679839348551005,0.15403747305587798,0.09824719777326413,0.2868166834975135
73,Elmhurst,94458,47016,20271,1922,46165,39159,14593.0,11073,2345.0,51119.0,21213,91471,366.87719298245617,-73.87873159473683,40.741549722807015,0.49774502953693706,0.21460331575938513,0.02034766774651168,0.4887357344004743,0.4145652035825446,0.15449194350928455,0.11722670393190625,0.04587335433009253,0.23190956696657958
74,Far Rockaway-Bayswater,60713,32599,24785,27633,1981,15716,11813.0,10894,2308.0,26176.0,18578,56922,437.44827586206895,-73.75541122413793,40.60133378965517,0.5369360762933804,0.40823217432839753,0.45514140299441636,0.03262892625961491,0.2588572463887471,0.1945711791543821,0.17943438802233458,0.0881723716381418,0.32637644495976953
75,Ferry Point Park-St. Raymond Cemetery,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.8326537,40.8164616,,,,,,,,,
76,Financial District-Battery Park City,45680,23950,32921,1158,9193,3375,3044.0,4319,1066.0,31373.0,8059,43561,520.7222222222222,-74.00911979444444,40.707528938888885,0.5242994746059545,0.7206873905429072,0.025350262697022768,0.2012478108581436,0.07388353765323993,0.06663747810858144,0.09454903677758318,0.033978261562490036,0.18500493560753886
77,Flatbush,66505,36838,12305,41443,2555,13229,11960.0,9505,2520.0,35460.0,17490,63522,391.7894736842105,-73.95801123157894,40.64319453947368,0.5539132396060447,0.18502368242989248,0.6231561536726562,0.03841816404781595,0.19891737463348622,0.17983610254868054,0.14292158484324488,0.07106598984771574,0.27533767828468875
78,Flatbush (West)-Ditmas Park-Parkville,42326,21906,19331,9075,8166,7187,8060.0,6102,1364.0,21312.0,11091,40546,300.75,-73.96622068125,40.6362538125,0.517554221991211,0.45671691159098426,0.21440722014837216,0.19293105892359305,0.16980106790152624,0.19042668808770022,0.1441667060435666,0.0640015015015015,0.27354116312336607
79,Flatlands,72186,38252,13262,51052,3539,6765,6931.0,9587,2958.0,36515.0,20689,69716,317.27272727272725,-73.93078321272728,40.62592093636364,0.5299088465907517,0.1837198348710276,0.7072285484720029,0.04902612694982406,0.09371623306458315,0.09601584794835563,0.13280968608871527,0.08100780501163905,0.29676114521774055
80,Flushing Meadows-Corona Park,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.8411089,40.7407675,,,,,,,,,
81,Flushing-Willets Point,60258,33080,7030,2342,44124,8205,15108.0,5879,1168.0,29031.0,11635,58290,401.1578947368421,-73.82758134210526,40.75866242894737,0.5489727505061569,0.11666500713598195,0.038866208636197684,0.7322513193268944,0.13616449268146968,0.2507218958478542,0.09756380895482758,0.04023285453480762,0.199605421170012
82,Fordham Heights,31993,16647,2697,9305,194,23237,13636.0,5316,2154.0,14484.0,8886,30069,314.04347826086956,-73.89921226086958,40.858583286956524,0.5203325727502891,0.08429969055730942,0.29084487231581907,0.006063826462038571,0.7263151314350014,0.4262182352389585,0.1661613477948301,0.14871582435791217,0.2955203033024045
83,Forest Hills,88313,47822,53544,2414,24376,13912,8531.0,8755,2148.0,47777.0,16926,84555,318.3623188405797,-73.8486472347826,40.7234440347826,0.5415057805759061,0.6062980535142052,0.02733459400088322,0.2760182532582972,0.15753060138371475,0.09659959462366809,0.09913602753841451,0.04495887142348829,0.20017739932588255
84,Forest Park,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.8534862,40.7020705,,,,,,,,,
85,Fort Greene,32588,17540,12098,12691,3043,5642,6188.0,3896,1577.0,18086.0,6918,31223,237.44444444444446,-73.97418777777777,40.69096729259259,0.5382349331042101,0.37124094758806925,0.389437829876028,0.0933779305265742,0.17313121394378297,0.18988584755124585,0.11955320977046766,0.08719451509454827,0.2215674342632034
86,Fort Hamilton,1069,431,432,454,50,106,0.0,168,0.0,334.0,468,990,226.0,-74.0276885,40.6080934,0.4031805425631431,0.40411599625818523,0.4246959775491113,0.04677268475210477,0.09915809167446211,0.0,0.15715622076707203,0.0,0.4727272727272727
87,Fort Totten,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.7767241,40.7916054,,,,,,,,,
88,Fort Wadsworth,603,248,453,54,18,92,0.0,72,0.0,167.0,204,563,167.0,-74.0585173,40.6015394,0.41127694859038144,0.7512437810945274,0.08955223880597014,0.029850746268656716,0.15257048092868988,0.0,0.11940298507462686,0.0,0.3623445825932504
89,Fresh Meadows-Utopia,22213,11536,8122,1124,10953,2694,2553.0,2439,813.0,11732.0,4992,21381,363.0,-73.78645311875,40.73475543125,0.5193355242425607,0.36564174132264887,0.050600999414757125,0.4930896321973619,0.12128033133750507,0.11493269706928376,0.1098005672354027,0.06929764745993863,0.23347832187456152
90,Freshkills Park (North),12,0,12,0,0,0,0.0,0,0.0,8.0,0,12,4.0,-74.187241,40.5756932,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Glen Oaks-Floral Park-New Hyde Park,24365,13288,11445,1326,9888,2571,1534.0,2462,540.0,11602.0,4152,23477,256.09090909090907,-73.7104837409091,40.74417573181818,0.545372460496614,0.46973117176277446,0.05442232710855736,0.4058280320131336,0.10552021342089062,0.0629591627334291,0.1010465832136261,0.046543699362178934,0.17685394215615283
92,Glendale,35576,17988,30224,708,1522,13440,3013.0,4391,836.0,18586.0,8172,34395,304.6896551724138,-73.87985013448275,40.702634951724136,0.5056217674836969,0.8495615021362717,0.019901056892286936,0.04278165055093321,0.37778277490442996,0.08469192714189341,0.12342590510456487,0.04498009254277413,0.23759267335368514
