,community,Total population,female_total,white_total,Black or African American total,Asian total,Hispanic or Latino Origin total,poverty total,population below 35 years old total,unemployment total for people over 16 years old,people over 16 years old total,school enrollment total for population over 3 years old,population over 3 years old total,Family Income Last Year,longitude,latitude,female_ratio,white_ratio,Black or African American ratio,Asian ratio,Hispanic or Latino Origin ratio,poverty ratio,population below 35 years old ratio,unemploymen ratio,school enrollment ratio
0,Allerton,29236,14986,9344,7564,1340,15268,6790,4163,1415,13737,7279,27910,285.2608695652174,-73.86492690869565,40.86336830434783,0.512587221234095,0.31960596524832396,0.25872212340949513,0.04583390340675879,0.5222328635928307,0.23224791353126284,0.14239294021069915,0.1030064788527335,0.2608025797205303
1,Alley Pond Park,90,0,81,3,6,22,6,0,2,16,45,90,0.0,-73.7449302,40.7521109,0.0,0.9,0.03333333333333333,0.06666666666666667,0.24444444444444444,0.06666666666666667,0.0,0.125,0.5
2,Annadale-Huguenot-Prince's Bay-Woodrow,33647,16976,30666,332,1629,2218,2060,4024,509,16200,7852,32377,478.42105263157896,-74.19324275789474,40.53217552631579,0.5045323505810325,0.9114036912651945,0.00986715011739531,0.0484144203049306,0.06591969566380361,0.061223883258537164,0.11959461467589978,0.031419753086419755,0.24251783673595453
3,Arden Heights-Rossville,3923,1975,3013,44,231,1035,256,661,85,1764,1041,3730,488.0,-74.18582375,40.56047465,0.5034412439459597,0.7680346673464186,0.011215906194239103,0.05888350751975529,0.2638287025235789,0.06525618149375478,0.16849349987254653,0.0481859410430839,0.27908847184986596
4,Astoria (Central),46274,23737,29122,1253,8066,10495,5107,3365,1752,32135,6856,44994,242.0,-73.92305016486486,40.76457227297298,0.5129662445433721,0.6293382893201366,0.027077840688075377,0.17430954747806543,0.2268012274711501,0.11036435147166876,0.07271902148074513,0.054519993776256416,0.15237587233853403
5,Astoria (East)-Woodside (North),34825,17339,21035,1777,5797,10172,3512,2834,1366,21626,6523,33809,253.41935483870967,-73.91201116774194,40.75973156774194,0.4978894472361809,0.6040201005025125,0.05102656137832017,0.1664608758076095,0.29208901651112706,0.10084709260588658,0.08137832017229002,0.06316470914639785,0.19293679197846728
6,Astoria (North)-Ditmars-Steinway,45920,22731,33814,1686,4738,9611,4014,3816,1420,27832,9032,44508,230.62790697674419,-73.90911913953488,40.775783337209305,0.49501306620209057,0.7363675958188153,0.03671602787456446,0.1031794425087108,0.20929878048780487,0.08741289198606272,0.08310104529616724,0.05102040816326531,0.20292981037116922
7,Astoria Park,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-73.9230863,40.7785586,,,,,,,,,
8,Auburndale,34209,18041,14102,560,16003,5255,3156,3699,762,16261,7391,33326,272.4848484848485,-73.78670268181818,40.75661312424242,0.527375836768102,0.4122306995235172,0.016369961121342338,0.4678008711157882,0.15361454587973924,0.09225642374813646,0.10812943962115233,0.046860586679785994,0.2217787913340935
9,Baisley Park,36479,19627,1588,25293,2524,4571,3552,4566,1589,19557,9185,35494,308.77777777777777,-73.79147232962963,40.67994342592593,0.5380355821157379,0.04353189506291291,0.6933578223087256,0.06919049316044848,0.1253049699827298,0.09737109021628883,0.12516790482195236,0.08124968042133252,0.25877613117710035
