,community,Total population,female_total,white_total,Black or African American total,Asian total,Hispanic or Latino Origin total,poverty total,population below 35 years old total,unemployment total for people over 16 years old,people over 16 years old total,school enrollment total for population over 3 years old,population over 3 years old total,Family Income Last Year,longitude,latitude,female_ratio,white_ratio,Black or African American ratio,Asian ratio,Hispanic or Latino Origin ratio,poverty ratio,population below 35 years old ratio,unemploymen ratio,school enrollment ratio
10,Inner Richmond,22555,12314,12044,440,8254,1803,2126,1812,603,14424,4393,21991,275.1875,-122.46538501250001,37.78088019375,0.5459543338505874,0.5339835956550654,0.01950786965196187,0.3659499002438484,0.07993792950565284,0.0942584792728885,0.08033695411217025,0.04180532445923461,0.19976353962984858
11,Inner Sunset,28836,15034,15723,585,9778,2484,2430,2418,661,18070,6304,28143,308.4,-122.466094825,37.75968593,0.5213621861561937,0.5452559300873908,0.02028714107365793,0.339090026355944,0.08614232209737828,0.08426966292134831,0.0838535164377861,0.03657996679579413,0.22399886294993426
12,Japantown,3740,2056,2220,115,1280,293,684,88,89,2029,227,3718,205.66666666666666,-122.43448476666667,37.785047766666665,0.5497326203208556,0.5935828877005348,0.03074866310160428,0.3422459893048128,0.07834224598930481,0.18288770053475936,0.023529411764705882,0.04386397240019714,0.06105433028509952
13,Lakeshore,14155,7532,6171,1105,4207,2956,3600,3288,1228,7827,7913,14035,251.42857142857142,-122.48138137142857,37.71988984285714,0.5321087954786294,0.4359590250794772,0.07806428823737195,0.29720946661956904,0.20883080183680677,0.2543270929000353,0.2322854115153656,0.15689280695030025,0.5638047737798362
14,Lincoln Park,304,63,148,48,93,10,4,0,0,64,17,304,26.0,-122.5020433,37.7851517,0.20723684210526316,0.4868421052631579,0.15789473684210525,0.3059210526315789,0.03289473684210526,0.013157894736842105,0.0,0.0,0.05592105263157895
15,Lone Mountain/USF,18373,9838,11324,830,4090,2212,1610,2503,934,11586,5141,17880,251.8181818181818,-122.44997382727273,37.77688602727273,0.5354596418657813,0.6163391933815926,0.04517498503238448,0.2226092635933163,0.12039405649594513,0.08762858542426387,0.13623251510368475,0.08061453478335923,0.28752796420581656
16,Marina,25120,13005,21082,342,2553,1721,1182,1341,655,18371,2578,24141,224.6315789473684,-122.43564627894736,37.80049548947369,0.5177149681528662,0.8392515923566879,0.013614649681528663,0.10163216560509554,0.06851114649681529,0.04705414012738854,0.05338375796178344,0.03565401992270426,0.10678927964873038
17,McLaren Park,782,442,35,147,340,147,287,126,81,283,225,761,176.0,-122.4193463,37.7162081,0.5652173913043478,0.04475703324808184,0.18797953964194372,0.43478260869565216,0.18797953964194372,0.3670076726342711,0.16112531969309463,0.2862190812720848,0.2956636005256242
18,Mission,58630,25617,32194,1841,8086,22088,7233,4338,2181,39839,9023,56854,234.625,-122.416407345,37.7578454325,0.4369264881460003,0.5491045539826027,0.031400307010063105,0.13791574279379157,0.37673545966228894,0.12336687702541362,0.0739894252089374,0.05474535003388639,0.15870475252400887
19,Mission Bay,11425,5517,4835,786,4618,1667,1099,881,266,7677,2068,10824,852.3333333333334,-122.3934395,37.7739854,0.48288840262582056,0.42319474835886217,0.0687964989059081,0.40420131291028444,0.14590809628008752,0.0961925601750547,0.07711159737417943,0.03464895141331249,0.1910569105691057
20,Nob Hill,26600,13151,15264,825,8215,2945,3496,1183,896,18393,4074,26225,216.64705882352942,-122.41451374117648,37.79156495294118,0.4943984962406015,0.5738345864661654,0.03101503759398496,0.3088345864661654,0.11071428571428571,0.13142857142857142,0.04447368421052632,0.048714184744196164,0.15534795042897998
21,Noe Valley,23262,11108,17130,574,3064,3104,1149,1845,834,16004,3668,22255,268.2631578947368,-122.43184596842104,37.74943494210526,0.47751698048319147,0.7363941191643023,0.024675436333935173,0.13171696328776544,0.1334365058894334,0.04939386123291205,0.07931390250193449,0.05211197200699825,0.16481689507975736
22,North Beach,12117,5884,5937,193,5030,953,1708,580,498,7754,1617,11877,270.6666666666667,-122.40792218888889,37.802285366666666,0.4855987455640835,0.48997276553602376,0.015928034992159775,0.4151192539407444,0.07864983081620863,0.14095898324667822,0.04786663365519518,0.06422491617229817,0.1361454912856782
23,Oceanview/Merced/Ingleside,28465,14054,5565,3430,15855,3826,3439,2473,1262,16792,7154,28010,324.05882352941177,-122.46047085294119,37.7177796,0.49372914105041277,0.1955032496047778,0.12049885824696996,0.5569998243456877,0.13441067978218865,0.12081503600913403,0.08687862287019146,0.07515483563601714,0.2554087825776508
24,Outer Mission,24482,12333,5178,251,13558,6614,1389,2352,1014,14492,5138,23770,330.2,-122.44388817333333,37.72010300666667,0.5037578629196962,0.21150232824115678,0.010252430356996977,0.5537946246221714,0.2701576668572829,0.05673556082019443,0.09607058246875255,0.0699696384211979,0.21615481699621372
25,Outer Richmond,45563,23703,20091,887,20973,2481,4055,3861,1211,27440,8899,44237,316.09375,-122.489355140625,37.778323115625,0.5202247437613854,0.4409498935539802,0.0194675504246867,0.460307705813928,0.054452077343458506,0.08899765160327458,0.08473981081140398,0.04413265306122449,0.20116644437913964
26,Pacific Heights,24113,12552,17561,835,4587,1538,1290,1512,728,16880,2759,23386,261.52941176470586,-122.43372701764707,37.79080838235294,0.520549081408369,0.7282793513872186,0.03462862356405259,0.1902293368722266,0.06378302160660225,0.0534981130510513,0.06270476506448804,0.04312796208530806,0.11797656717694346
27,Portola,16749,8577,3299,858,9382,3837,1511,1504,544,9296,3565,16256,312.6363636363636,-122.40793205454544,37.72608988181818,0.5120902740462118,0.19696698310346886,0.05122693892172667,0.560152844945967,0.22908830377933012,0.0902143411546958,0.0897964057555675,0.058519793459552494,0.21930364173228348
28,Potrero Hill,14114,6765,8666,956,2484,1924,1591,1281,466,9464,2314,13397,360.8888888888889,-122.39585907777779,37.75902715555556,0.4793113220915403,0.6140002834065467,0.06773416465920362,0.17599546549525294,0.13631854895848095,0.11272495394643617,0.09076094657786594,0.049239222316145394,0.17272523699335673
29,Presidio,4117,2033,3450,13,206,396,122,610,26,2497,1216,3874,901.0,-122.4801038,37.7991411,0.4938061695409279,0.8379888268156425,0.003157639057566189,0.050036434296818075,0.09618654359970853,0.02963322807869808,0.1481661403934904,0.010412494993992792,0.31388745482705216
30,Presidio Heights,10503,5732,7359,197,2077,616,949,961,286,6408,1788,9933,225.9,-122.45111809,37.78659303,0.5457488336665715,0.7006569551556698,0.018756545748833668,0.197753022945825,0.05864990954965248,0.0903551366276302,0.0914976673331429,0.04463171036204744,0.18000604047115676
31,Russian Hill,18248,9440,12238,191,5134,880,1233,628,407,13014,1941,18028,271.0833333333333,-122.41949135,37.79960295833333,0.5173169662428759,0.670648838228847,0.010466900482244629,0.2813459009206488,0.048224462954844366,0.06756904866286716,0.034414730381411664,0.03127401260181343,0.10766585311737298
32,Seacliff,2497,1273,1894,13,453,103,114,392,48,1066,716,2422,235.0,-122.48557863333333,37.786888866666665,0.5098117741289547,0.7585102122547056,0.005206247496996396,0.1814177012414898,0.04124949939927913,0.04565478574289147,0.15698838606327592,0.0450281425891182,0.29562345169281584
33,South of Market,19984,8863,7272,2052,8037,2852,5073,1125,518,11327,3068,19791,304.0,-122.4070276090909,37.77860182727273,0.44350480384307445,0.36389111289031223,0.10268214571657326,0.4021717373899119,0.14271417133706965,0.25385308246597277,0.05629503602882306,0.045731438156616934,0.1550199585670254
34,Sunset/Parkside,83536,43312,28111,883,47244,5556,7777,7762,2640,47625,18778,81281,303.9516129032258,-122.49294281290322,37.750123985483874,0.5184830492242866,0.33651359892740856,0.010570293047308945,0.5655525761348401,0.06651024707910362,0.09309758666922045,0.09291802336717105,0.055433070866141736,0.23102570096332475
35,Tenderloin,29036,11558,12617,2777,8274,7135,7985,1230,961,16057,4636,28401,242.4375,-122.41453996875,37.78403445,0.3980575836892134,0.43452954952472794,0.09563989530238325,0.2849566055930569,0.2457294393167103,0.27500344400055104,0.042361206777793085,0.059849286915364015,0.16323368895461426
36,Twin Peaks,7762,3047,4811,402,1528,1172,441,428,85,4705,1023,7534,267.2,-122.44968868000001,37.75241328,0.39255346560164905,0.6198144808039165,0.05179077557330585,0.1968564802885854,0.1509920123679464,0.056815253800566866,0.055140427724813194,0.018065887353878853,0.13578444385452615
37,Visitacion Valley,19159,9644,2344,1849,10413,5308,2820,2455,895,10051,5301,18472,334.3333333333333,-122.41133815,37.71277501666666,0.5033665640169112,0.12234459000991701,0.09650816848478522,0.5435043582650452,0.27704995041494856,0.14718931050681142,0.1281382118064617,0.08904586608297682,0.28697488090082285
38,West of Twin Peaks,39245,19816,21266,1072,13074,4211,1704,4390,877,21703,8994,37959,335.741935483871,-122.46063396451613,37.73580825483871,0.5049305644031087,0.5418779462351891,0.027315581602751944,0.3331379793604281,0.10730029303095935,0.04341954389094152,0.11186138361574723,0.04040916002395982,0.23693985616059432
39,Western Addition,22861,11230,9869,4227,6273,2007,3985,1387,810,13263,3427,22213,284.7857142857143,-122.43099490714285,37.781660342857144,0.4912296050041555,0.4316959013166528,0.18490004811688027,0.2743974454310835,0.0877914351953108,0.17431433445606054,0.06067101176676436,0.06107215562090025,0.1542790257957052
