,community,Total population,female_total,white_total,Black or African American total,Asian total,Hispanic or Latino Origin total,poverty total,population below 35 years old total,unemployment total for people over 16 years old,people over 16 years old total,school enrollment total for population over 3 years old,population over 3 years old total,Family Income Last Year,longitude,latitude,female_ratio,white_ratio,Black or African American ratio,Asian ratio,Hispanic or Latino Origin ratio,poverty ratio,population below 35 years old ratio,unemploymen ratio,school enrollment ratio
26,Pacific Heights,24067,12507,17763,755,4362,1583,1514,1422,728,16778,3065,23398,255.23529411764707,-122.43372701764707,37.79080838235294,0.5196742427390202,0.7380645697428013,0.031370756637719696,0.1812440270910375,0.06577471226160303,0.06290771595961275,0.05908505422362571,0.04339015377279771,0.13099410206000514
27,Portola,16414,8469,3582,788,9008,4290,1470,1640,623,9181,3736,15891,313.3636363636364,-122.40793207272728,37.72608988181818,0.5159619836724747,0.2182283416595589,0.04800779822103083,0.5487998050444742,0.26136225173632266,0.08955769465090777,0.09991470695747533,0.0678575318592746,0.23510162985337613
28,Potrero Hill,13767,6526,8832,845,2235,1887,1274,1158,572,9371,2320,12965,347.8888888888889,-122.39585907777779,37.75902715555556,0.4740321057601511,0.6415341032904772,0.061378659112370164,0.16234473741555894,0.13706689910655917,0.09254013220018886,0.08411418609718893,0.061039376800768326,0.17894330890860008
29,Presidio,3828,1869,3351,10,223,342,153,550,23,2355,997,3543,804.0,-122.4801038,37.7991411,0.4882445141065831,0.8753918495297806,0.002612330198537095,0.058254963427377224,0.08934169278996865,0.039968652037617555,0.14367816091954022,0.009766454352441613,0.2813999435506633
30,Presidio Heights,10722,5905,7397,243,2270,671,909,1086,335,6355,2016,10019,223.9,-122.45111809,37.78659303,0.5507368028352919,0.6898899459056146,0.022663682148852827,0.21171423241932474,0.0625816079089722,0.08477895914941243,0.1012870733072188,0.05271439811172305,0.2012176863958479
31,Russian Hill,17830,9328,11914,148,4907,1111,1534,730,349,12459,2097,17526,256.5,-122.41949135,37.79960295833333,0.5231632080762759,0.6681996634885026,0.008300616937745373,0.2752103196859226,0.062310712282669656,0.0860347728547392,0.04094223219293326,0.028011878962998636,0.11965080451900034
32,Seacliff,2456,1270,1870,14,423,131,146,373,52,1035,712,2378,221.0,-122.48557863333333,37.786888866666665,0.5171009771986971,0.761400651465798,0.005700325732899023,0.17223127035830618,0.053338762214983716,0.059446254071661236,0.15187296416938112,0.050241545893719805,0.2994112699747687
33,South of Market,19178,8470,7287,2146,7501,2321,5232,1026,590,10408,2954,18928,298.54545454545456,-122.4070276090909,37.77860182727273,0.4416518927938263,0.37996662842840756,0.11189905099593284,0.3911252476796329,0.1210240901032433,0.27281259776827615,0.053498800709145894,0.05668716372021522,0.15606508875739644
34,Sunset/Parkside,81046,41715,28255,883,46064,4812,7725,7697,2791,45840,18760,78927,299.8709677419355,-122.49295123709678,37.75012313387097,0.5147076968635096,0.34862917355575845,0.010895047257113244,0.5683685808059621,0.059373689016114305,0.0953162401599092,0.0949707573476791,0.06088568935427574,0.23768799016813005
35,Tenderloin,28223,11133,12239,2792,8696,6582,8422,1149,1152,15004,4777,27664,232.5625,-122.41453995625,37.78403455,0.39446550685611026,0.43365340325266627,0.09892640753994969,0.3081174928250009,0.23321404528221662,0.29840909896183965,0.04071147645537328,0.07677952545987736,0.17267929438982071
36,Twin Peaks,7411,3064,4728,311,1397,1185,384,384,158,4326,986,7202,254.8,-122.44968868000001,37.75241328,0.41343948185130214,0.6379705842666307,0.041964647146134126,0.1885035757657536,0.1598974497368776,0.051814869788152744,0.051814869788152744,0.036523347202958856,0.13690641488475425
37,Visitacion Valley,18565,9465,2318,1967,10178,4731,2759,2405,985,9510,5326,17883,335.5,-122.411331625,37.712773758333334,0.5098303258820361,0.12485860490169674,0.10595206032857528,0.5482359278211688,0.2548343657419876,0.14861298141664422,0.12954484244546188,0.10357518401682439,0.29782474976234413
38,West of Twin Peaks,38178,19081,20437,1187,12858,3913,2164,3818,948,21302,8571,36987,326.741935483871,-122.46063396774194,37.73580825483871,0.4997904552359998,0.5353082927340354,0.03109120435853109,0.3367908219393368,0.1024935826916025,0.05668185866205668,0.1000052386191,0.04450286358088442,0.2317300673209506
39,Western Addition,22219,11084,9525,4629,6071,1814,3869,1293,854,13168,3565,21781,278.2142857142857,-122.43099490714285,37.781660342857144,0.49885233358837033,0.4286871596381475,0.20833520860524776,0.2732346190197579,0.08164183806651965,0.1741302488860885,0.05819343804851704,0.06485419198055893,0.16367476240760295
