,community,Total population,female_total,white_total,Black or African American total,Asian total,Hispanic or Latino Origin total,poverty total,population below 35 years old total,unemployment total for people over 16 years old,people over 16 years old total,school enrollment total for population over 3 years old,population over 3 years old total,Family Income Last Year,longitude,latitude,female_ratio,white_ratio,Black or African American ratio,Asian ratio,Hispanic or Latino Origin ratio,poverty ratio,population below 35 years old ratio,unemploymen ratio,school enrollment ratio
66,UPTOWN,58979,28664,37611,10655,6328,8609,12513,4413,1509,37513,10093,57318,238.6046511627907,-87.65691499302326,41.96613927441861,0.48600349276861254,0.6377015547906882,0.18065752216890757,0.10729242611777073,0.14596720866749183,0.21216026043167907,0.0748232421709422,0.04022605496761123,0.17608779092082766
67,WASHINGTON HEIGHTS,26742,14913,573,25760,43,305,5712,3888,1947,12350,6259,25967,238.96,-87.648993816,41.719194916,0.5576621045546332,0.021426968813102985,0.9632787375663749,0.001607957520005983,0.011405280083763368,0.21359658963428316,0.14538927529728518,0.1576518218623482,0.24103670042746564
68,WASHINGTON PARK,10969,6471,316,10202,0,263,4242,2057,981,4860,3318,10503,213.36363636363637,-87.62011706363636,41.79119554545454,0.5899352721305497,0.02880846020603519,0.9300756677910474,0.0,0.023976661500592578,0.38672622846202936,0.18752848937915945,0.20185185185185187,0.3159097400742645
69,WEST ELSDON,19126,9824,10858,320,538,15472,1872,3212,1082,9534,5498,18304,262.06666666666666,-87.72461381333333,41.79190324,0.5136463452891352,0.5677088779671651,0.01673115131234968,0.0281292481438879,0.808951165952107,0.09787723517724563,0.16793893129770993,0.11348856723306062,0.3003715034965035
70,WEST ENGLEWOOD,26346,14182,1588,23144,24,2468,8576,3964,2925,10671,5705,25375,152.54054054054055,-87.66591386486486,41.776095178378384,0.538298033857132,0.060274804524405985,0.8784635238745919,0.0009109542245502164,0.09367645942458058,0.3255143095726106,0.1504592727548774,0.27410739387123984,0.22482758620689655
71,WEST GARFIELD PARK,16415,8521,628,15309,0,485,6598,2880,1275,6101,4444,15592,229.06666666666666,-87.72919088,41.87751844666666,0.5190983856229059,0.03825769113615596,0.9326226012793177,0.0,0.02954614681693573,0.40194943649101433,0.17544928419128847,0.20898213407638092,0.28501795792714213
72,WEST LAWN,31886,15388,18862,932,191,26775,4314,5324,1875,16115,8860,30719,286.9166666666667,-87.72433747500001,41.7751177625,0.48259424198707895,0.5915448786301198,0.02922912877124757,0.005990089694536787,0.8397102176503795,0.13529448660854293,0.16696983001944427,0.11635122556624262,0.28842084703278104
73,WEST PULLMAN,27028,14578,1457,24845,0,1551,6187,4065,2358,12872,6615,26049,246.04166666666666,-87.63471212916666,41.675357,0.5393665828030191,0.053907059345863546,0.9192319076513246,0.0,0.05738493414237088,0.22891075921266835,0.15039958561491787,0.1831883157240522,0.2539444892318323
74,WEST RIDGE,78466,39640,41288,9234,18777,14835,16669,12034,2736,37893,20752,74460,387.1777777777778,-87.69445390444444,42.00034829333333,0.5051869599571789,0.5261896872530778,0.11768154359850126,0.23930109856498355,0.18906277878316724,0.2124359595238702,0.15336578900415468,0.07220330931834376,0.2786999731399409
75,WEST TOWN,84698,40728,66979,6230,4348,18728,8899,6356,1800,61559,13380,81032,255.08064516129033,-87.67763252258064,41.901470945161286,0.48086141349264444,0.7907978936928853,0.07355545585491984,0.05133533259344967,0.22111502042551182,0.10506741599565515,0.07504309428794069,0.02924024106954304,0.16511995261131404
76,WOODLAWN,22655,12766,2198,18854,836,810,7365,3651,2005,9928,8031,21789,199.95454545454547,-87.60231795,41.77859079545454,0.5634959170161112,0.09702052527035974,0.8322224674464798,0.036901346281174134,0.03575369675568307,0.3250937982785257,0.16115647759876406,0.20195406929895246,0.36858047638716784
